date,avgtemp,humidity,wind_speed,meanpressure
2016-06-17,341.875,52.25,7.425,9.994.285.714.285.710
2016-06-18,35.857.142.857.142.800,5.057.142.857.142.850,10.857.142.857.142.800,10.008.571.428.571.400
2016-06-19,35.625,53.25,9.387.499.999.999.990,1.001.375
2016-06-20,309.375,739.375,7.643.750.000.000.000,10.006.875
2016-06-21,32.875,621.875,891.875,9.999.375
2016-06-22,33.125,608.125,7.418.750.000.000.000,10.015.625
2016-06-23,3.384.615.384.615.380,5.161.538.461.538.460,5.875.000.000.000.000,9.996.923.076.923.070
2016-06-24,364.375,465.625,7.762.499.999.999.990,9.983.125
2016-06-25,3.542.857.142.857.140,5.592.857.142.857.140,9.664.285.714.285.710,10.000.714.285.714.200
2016-06-26,3.486.666.666.666.660,5.746.666.666.666.660,7.660.000.000.000.000,1.000.375
2016-06-27,343.125,61.25,79.937.499.999.999.900,9.988.666.666.666.660
2016-06-28,30.785.714.285.714.200,7.507.142.857.142.850,5.435.714.285.714.280,1001.5
2016-06-29,35.375,58.875,8.449.999.999.999.990,10.011.875
2016-06-30,3.546.666.666.666.660,60.2,6.793.333.333.333.330,9.978.666.666.666.660
2016-07-01,32.125,73.4,8.35,10.025.625
2016-07-02,28.4,80.0,5.231.250.000.000.000,998.375
2016-07-03,295.625,78.125,196.875,998.25
2016-07-04,306.875,763.125,3.481.250.000.000.000,997.125
2016-07-05,33.25,686.875,5.3375,9.955.625
2016-07-06,33.266.666.666.666.600,6.406.666.666.666.660,8.878.571.428.571.420,9.968.666.666.666.660
2016-07-07,33.5,63.0,591.875,9.976.875
2016-07-08,30.8,7.586.666.666.666.660,54.333.333.333.333.300,997.4
2016-07-09,33.25,660.625,673.125,996.75
2016-07-10,325.625,656.875,4.7,9.960.625
2016-07-11,31.5,719.375,8.046.666.666.666.660,997.75
2016-07-12,30.5,801.875,5.5625,9.990.625
2016-07-13,31.25,763.125,6.806.666.666.666.660,9.984.375
2016-07-14,304.375,804.375,521.875,998.375
2016-07-15,31.0,780.625,7.271.428.571.428.570,998.625
2016-07-16,27.125,93.875,4.371.428.571.428.570,999.875
2016-07-17,28.125,865.625,66.000.000.000.000.000,10.013.333.333.333.300
2016-07-18,27.666.666.666.666.600,9.126.666.666.666.660,7.653.333.333.333.330,1000.8
2016-07-19,323.125,69.125,13.656.249.999.999.900,999.875
2016-07-20,341.875,595.625,12.9625,999.625
2016-07-21,3.413.333.333.333.330,5.686.666.666.666.660,11.479.999.999.999.900,9.992.666.666.666.660
2016-07-22,34.125,56.125,8.687.500.000.000.000,9.993.333.333.333.330
2016-07-23,31.875,66.0,7.768.750.000.000.000,1.001.625
2016-07-24,314.375,72.25,243.125,9.463.125
2016-07-25,319.375,69.125,29.125.000.000.000.000,1.001.875
2016-07-26,303.125,82.0,6.485.714.285.714.280,1.003.125
2016-07-27,283.125,88.25,4.293.750.000.000.000,1.004.625
2016-07-28,29.533.333.333.333.300,8.133.333.333.333.330,5.186.666.666.666.660,10.020.666.666.666.600
2016-07-29,27.375,924.375,243.125,10.009.375
2016-07-30,27.333.333.333.333.300,9.226.666.666.666.660,18.599.999.999.999.900,1001.2
2016-07-31,29.266.666.666.666.600,8.313.333.333.333.330,4.7,10.006.666.666.666.600
2016-08-01,29.125,84.25,59.125.000.000.000.000,999.125
2016-08-02,306.875,72.125,6.375,3.104.375
2016-08-03,325.625,635.625,5.45,998.5
2016-08-04,33.111.111.111.111.100,63.888.888.888.888.800,7.927.777.777.777.770,9.987.777.777.777.770
2016-08-05,33.8,61.666.666.666.666.600,4.319.999.999.999.990,9.993.333.333.333.330
2016-08-06,30.066.666.666.666.600,76.0,6.926.666.666.666.660,1000.8
2016-08-07,3.311.764.705.882.350,6.517.647.058.823.520,7.852.941.176.470.580,10.005.294.117.647.000
2016-08-08,3.380.952.380.952.380,6.238.095.238.095.230,9.440.909.090.909.090,9.996.363.636.363.630
2016-08-09,31.615.384.615.384.600,7.165.384.615.384.610,9.549.999.999.999.990,998.5
2016-08-10,32.0,7.125.925.925.925.920,10.159.259.259.259.200,9.993.703.703.703.700
2016-08-11,28.107.142.857.142.800,8.946.428.571.428.570,782.142.857.142.857,10.016.071.428.571.400
2016-08-12,29.035.714.285.714.200,85.0,3.848.148.148.148.140,10.022.857.142.857.100
2016-08-13,30.321.428.571.428.500,7.707.142.857.142.850,32.296.296.296.296.300,10.010.714.285.714.200
2016-08-14,28.933.333.333.333.300,83.7,6.369.999.999.999.990,633.9
2016-08-15,31.678.571.428.571.400,6.764.285.714.285.710,12.725,9.992.857.142.857.140
2016-08-16,31.333.333.333.333.300,6.641.666.666.666.660,1.466.666.666.666.660,-30.416.666.666.666.600
2016-08-17,29.928.571.428.571.400,72.5,6.325,9.995.185.185.185.180
2016-08-18,2.988.888.888.888.880,7.981.481.481.481.480,17.222.222.222.222.200,9.999.230.769.230.760
2016-08-19,3.207.142.857.142.850,6.828.571.428.571.420,1.917.857.142.857.140,9.998.928.571.428.570
2016-08-20,3.318.518.518.518.510,6.648.148.148.148.140,10.366.666.666.666.600,1000.16
2016-08-21,3.159.259.259.259.250,6.807.407.407.407.400,10.022.222.222.222.200,10.011.923.076.923.000
2016-08-22,3.218.518.518.518.510,6.555.555.555.555.550,8.237.037.037.037.030,10.028.888.888.888.800
2016-08-23,31.48,70.08,6.084,1003.24
2016-08-24,30.178.571.428.571.400,7.928.571.428.571.420,8.419.230.769.230.760,1002.5
2016-08-25,31.52,72.44,6.276.923.076.923.070,10.044.230.769.230.700
2016-08-26,3.122.222.222.222.220,7.381.481.481.481.480,4.392.592.592.592.590,10.052.222.222.222.200
2016-08-27,31.785.714.285.714.200,7.028.571.428.571.420,71.499.999.999.999.900,10.061.428.571.428.500
2016-08-28,33.4,66.24,72.719.999.999.999.900,1006.2
2016-08-29,29.571.428.571.428.500,8.232.142.857.142.850,5.825,10.036.071.428.571.400
2016-08-30,30.04,76.8,8.903.846.153.846.150,10.021.923.076.923.000
2016-08-31,2.725.925.925.925.920,8.955.555.555.555.550,6.729.629.629.629.630,10.030.370.370.370.300
2016-09-01,27.96,87.24,4.148,1002.44
2016-09-02,3.073.913.043.478.260,7.173.913.043.478.260,13.204.347.826.086.900,10.012.727.272.727.200
2016-09-03,30.894.736.842.105.200,6.268.421.052.631.570,13.263.157.894.736.800,10.011.578.947.368.400
2016-09-04,31.692.307.692.307.600,5.930.769.230.769.230,1.112.307.692.307.690,10.029.230.769.230.700
2016-09-05,31.076.923.076.923.000,6.030.769.230.769.230,13.961.538.461.538.400,10.032.307.692.307.600
2016-09-06,30.375,55.0,13.437.499.999.999.900,1003.75
2016-09-07,31.1,57.7,9.1,10.034.545.454.545.400
2016-09-08,31.916.666.666.666.600,58.0,10.808.333.333.333.300,10.051.666.666.666.600
2016-09-09,30.555.555.555.555.500,56.666.666.666.666.600,1.152.222.222.222.220,10.043.333.333.333.300
2016-09-10,3.123.076.923.076.920,5.823.076.923.076.920,11.969.230.769.230.700,10.052.307.692.307.600
2016-09-11,31.0,56.4,8.15,1003.8
2016-09-12,31.642.857.142.857.100,55.5,10.85,10.050.714.285.714.200
2016-09-13,3.253.333.333.333.330,5.706.666.666.666.660,8.526.666.666.666.660,1006.4
2016-09-14,30.857.142.857.142.800,7.035.714.285.714.280,4.235.714.285.714.280,10.069.285.714.285.700
2016-09-15,31.727.272.727.272.700,5.963.636.363.636.360,11.9,1004.75
2016-09-16,31.4,58.0,35.200.000.000.000.000,1004.4
2016-09-17,3.230.769.230.769.230,58.0,2.707.692.307.692.300,10.031.538.461.538.400
2016-09-18,32.25,58.833.333.333.333.300,17.908.333.333.333.300,1005.0
2016-09-19,32.375,59.458.333.333.333.300,2.0875,10.047.083.333.333.300
2016-09-20,3.344.444.444.444.440,54.074.074.074.074.000,256.923.076.923.077,10.035.185.185.185.100
2016-09-21,33.36,58.96,60.920.000.000.000.000,1005.4
2016-09-22,30.037.037.037.037.000,6.762.962.962.962.960,8.107.407.407.407.400,10.087.777.777.777.700
2016-09-23,31.0,6.610.714.285.714.280,3.571.428.571.428.570,10.053.214.285.714.200
2016-09-24,31.24,66.48,5.496.153.846.153.840,13.526.153.846.153.800
2016-09-25,31.130.434.782.608.600,6.230.434.782.608.690,31.478.260.869.565.200,10.047.826.086.956.500
2016-09-26,31.48,60.88,2.986.956.521.739.130,1006.76
2016-09-27,3.218.518.518.518.510,5.781.481.481.481.480,17.807.692.307.692.300,10.067.037.037.037.000
2016-09-28,32.44,55.28,25.200.000.000.000.000,1005.28
2016-09-29,3.222.727.272.727.270,6.131.818.181.818.180,39.636.363.636.363.600,10.055.909.090.909.000
2016-09-30,32.214.285.714.285.700,59.357.142.857.142.800,2.582.142.857.142.850,10.055.714.285.714.200
2016-10-01,32.541.666.666.666.600,61.916.666.666.666.600,3.170.833.333.333.330,1007.5
2016-10-02,3.281.481.481.481.480,6.181.481.481.481.480,4.122.222.222.222.220,10.091.111.111.111.100
2016-10-03,3.326.923.076.923.070,5.957.692.307.692.300,3.992.592.592.592.590,10.071.851.851.851.800
2016-10-04,30.555.555.555.555.500,6.981.481.481.481.480,5.770.370.370.370.370,10.053.703.703.703.700
2016-10-05,28.833.333.333.333.300,71.875,33.249.999.999.999.900,1005.25
2016-10-06,30.703.703.703.703.700,6.481.481.481.481.480,32.333.333.333.333.300,10.071.481.481.481.400
2016-10-07,30.96,59.96,15.825.000.000.000.000,1007.2
2016-10-08,30.6,57.96,876.153.846.153.846,10.068.461.538.461.500
2016-10-09,30.92,59.2,3.184.000.000.000.000,1005.96
2016-10-10,2.977.777.777.777.770,51.111.111.111.111.100,4.807.407.407.407.400,10.061.481.481.481.400
2016-10-11,29.666.666.666.666.600,51.148.148.148.148.100,8.922.222.222.222.220,10.065.925.925.925.900
2016-10-12,29.571.428.571.428.500,47.285.714.285.714.200,11.371.428.571.428.500,1006.25
2016-10-13,29.962.962.962.962.900,44.0,13.022.222.222.222.200,10.083.333.333.333.300
2016-10-14,29.75,47.875,8.934.782.608.695.650,1.009.125
2016-10-15,2.774.074.074.074.070,54.148.148.148.148.100,6.662.962.962.962.960,10.105.185.185.185.100
2016-10-16,28.428.571.428.571.400,49.857.142.857.142.800,7.014.285.714.285.710,10.118.571.428.571.400
2016-10-17,28.6,49.24,71.160.000.000.000.000,1010.56
2016-10-18,28.5,48.458.333.333.333.300,7.668.181.818.181.810,10.094.583.333.333.300
2016-10-19,28.925.925.925.925.900,4.918.518.518.518.510,6.459.259.259.259.250,10.085.555.555.555.500
2016-10-20,29.076.923.076.923.000,4.773.076.923.076.920,9.123.999.999.999.990,10.075.384.615.384.600
2016-10-21,2.840.909.090.909.090,5.040.909.090.909.090,10.695.454.545.454.500,10.087.272.727.272.700
2016-10-22,29.333.333.333.333.300,4.948.148.148.148.140,13.323.076.923.076.900,10.093.703.703.703.700
2016-10-23,27.5,5.496.153.846.153.840,11.546.153.846.153.800,10.093.076.923.076.900
2016-10-24,28.5,5.142.307.692.307.690,11.188.461.538.461.500,10.082.692.307.692.300
2016-10-25,28.04,54.56,12.388.461.538.461.500,10.089.230.769.230.700
2016-10-26,27.576.923.076.923.000,5.619.230.769.230.760,5.699.999.999.999.990,10.117.307.692.307.600
2016-10-27,26.555.555.555.555.500,59.370.370.370.370.300,6.044.444.444.444.440,10.146.296.296.296.200
2016-10-28,2.551.851.851.851.850,5.877.777.777.777.770,7.277.777.777.777.770,10.124.074.074.074.000
2016-10-29,25.814.814.814.814.800,6.277.777.777.777.770,17.148.148.148.148.100,1013.0
2016-10-30,2.482.608.695.652.170,7.104.347.826.086.950,20.130.434.782.608.600,10.146.086.956.521.700
2016-10-31,2.453.846.153.846.150,668.076.923.076.923,16.423.076.923.076.900,10.178.076.923.076.900
2016-11-01,24.384.615.384.615.300,5.873.076.923.076.920,27.153.846.153.846.100,10.163.846.153.846.100
2016-11-02,23.727.272.727.272.700,659.090.909.090.909,14.318.181.818.181.800,10.165.909.090.909.000
2016-11-03,25.64,59.76,22.320.000.000.000.000,1016.24
2016-11-04,24.814.814.814.814.800,582.962.962.962.963,4.122.222.222.222.220,10.126.296.296.296.200
2016-11-05,23.115.384.615.384.600,6.657.692.307.692.300,5.784.615.384.615.380,10.103.461.538.461.500
2016-11-06,22.925.925.925.925.900,63.851.851.851.851.800,2.411.111.111.111.110,10.115.185.185.185.100
2016-11-07,24.545.454.545.454.500,5.131.818.181.818.180,8.172.727.272.727.270,10.127.727.272.727.200
2016-11-08,2.373.076.923.076.920,5.226.923.076.923.070,12.750.000.000.000.000,1013.64
2016-11-09,23.0,497.037.037.037.037,7.074.074.074.074.070,10.146.666.666.666.600
2016-11-10,2.351.851.851.851.850,50.148.148.148.148.100,3.225.925.925.925.920,10.138.148.148.148.100
2016-11-11,23.92,54.04,2.968,1014.08
2016-11-12,2.353.846.153.846.150,5.803.846.153.846.150,27.846.153.846.153.800,10.151.538.461.538.400
2016-11-13,24.296.296.296.296.200,5.581.481.481.481.480,43.999.999.999.999.900,10.165.185.185.185.100
2016-11-14,23.346.153.846.153.800,6.073.076.923.076.920,14.961.538.461.538.400,10.157.307.692.307.600
2016-11-15,22.24,55.72,4.087.999.999.999.990,1016.24
2016-11-16,2.176.923.076.923.070,5.323.076.923.076.920,7.138.461.538.461.530,10.175.384.615.384.600
2016-11-17,2.173.076.923.076.920,5.173.076.923.076.920,11.549.999.999.999.900,13.502.962.962.962.900
2016-11-18,2.173.076.923.076.920,5.361.538.461.538.460,77.799.999.999.999.900,10.146.923.076.923.000
2016-11-19,20.666.666.666.666.600,60.666.666.666.666.600,28.400.000.000.000.000,10.124.666.666.666.600
2016-11-20,22.25,59.9,25.050.000.000.000.000,1013.35
2016-11-21,2.153.846.153.846.150,6.046.153.846.153.840,27.153.846.153.846.100,1013.0
2016-11-22,2.257.894.736.842.100,501.578.947.368.421,7.999.999.999.999.990,10.128.947.368.421.000
2016-11-23,2.282.608.695.652.170,5.143.478.260.869.560,6.604.347.826.086.950,10.131.739.130.434.700
2016-11-24,2.142.105.263.157.890,51.473.684.210.526.300,8.289.473.684.210.520,10.149.473.684.210.500
2016-11-25,23.6,30.55,15.085.000.000.000.000,1012.95
2016-11-26,24.294.117.647.058.800,3.264.705.882.352.940,14.494.117.647.058.800,1013.25
2016-11-27,23.636.363.636.363.600,3.363.636.363.636.360,1.245.909.090.909.090,10.135.909.090.909.000
2016-11-28,22.454.545.454.545.400,3.731.818.181.818.180,9.185.714.285.714.280,12.045.454.545.454.500
2016-11-29,2.161.111.111.111.110,5.372.222.222.222.220,1.238.888.888.888.880,1015.0
2016-11-30,19.869.565.217.391.300,8.008.695.652.173.910,4.269.565.217.391.300,10.166.086.956.521.700
2016-12-01,19.75,84.0,2.704.166.666.666.660,1.016.875
2016-12-02,19.208.333.333.333.300,75.875,4.945.833.333.333.330,1017.75
2016-12-03,21.208.333.333.333.300,52.166.666.666.666.600,5.866.666.666.666.660,10.193.333.333.333.300
2016-12-04,18.9,55.25,5.666.666.666.666.660,1019.7
2016-12-05,18.636.363.636.363.600,5.659.090.909.090.900,49.523.809.523.809.500,10.170.454.545.454.500
2016-12-06,1.853.846.153.846.150,6.992.307.692.307.690,25.038.461.538.461.500,10.179.615.384.615.300
2016-12-07,18.25,74.35,925,1.017.421.052.631.570
2016-12-08,16.9,73.3,17.650.000.000.000.000,1016.2
2016-12-09,19.416.666.666.666.600,68.125,1.3125,10.134.166.666.666.600
2016-12-10,16.444.444.444.444.400,8.283.333.333.333.330,5.355.555.555.555.550,1014.0
2016-12-11,20.041.666.666.666.600,6.958.333.333.333.330,4.716.666.666.666.660,10.132.916.666.666.600
2016-12-12,1.990.909.090.909.090,6.386.363.636.363.630,32.818.181.818.181.800,10.141.818.181.818.100
2016-12-13,19.05,62.35,34.300.000.000.000.000,1015.1
2016-12-14,18.555.555.555.555.500,58.611.111.111.111.100,8.027.777.777.777.770,10.173.333.333.333.300
2016-12-15,18.166.666.666.666.600,56.625,9.879.166.666.666.660,10.166.666.666.666.600
2016-12-16,15.833.333.333.333.300,6.327.777.777.777.770,39.166.666.666.666.600,10.187.777.777.777.700
2016-12-17,17.5,63.388.888.888.888.800,6.731.578.947.368.420,10.169.473.684.210.500
2016-12-18,16.083.333.333.333.300,6.454.166.666.666.660,6.420.833.333.333.330,10.180.833.333.333.300
2016-12-19,17.857.142.857.142.800,56.095.238.095.238.000,10.414.285.714.285.700,10.174.285.714.285.700
2016-12-20,19.8,4.853.333.333.333.330,15.926.666.666.666.600,1015.2
2016-12-21,18.05,54.3,1.940.476.190.476.190,10.156.190.476.190.400
2016-12-22,17.285.714.285.714.200,57.857.142.857.142.800,61.809.523.809.523.700,10.161.428.571.428.500
2016-12-23,15.55,74.7,1.205,1014.25
2016-12-24,17.318.181.818.181.800,7.863.636.363.636.360,5.236.363.636.363.630,10.113.181.818.181.800
2016-12-25,14.0,94.3,9.084.999.999.999.990,1014.35
2016-12-26,17.142.857.142.857.100,7.485.714.285.714.280,8.784.210.526.315.780,1.016.952.380.952.380
2016-12-27,16.85,67.55,8.335,1017.2
2016-12-28,17.217.391.304.347.800,6.804.347.826.086.950,3.547.826.086.956.520,10.155.652.173.913.000
2016-12-29,15.238.095.238.095.200,8.785.714.285.714.280,6.0,10.169.047.619.047.600
2016-12-30,14.095.238.095.238.000,8.966.666.666.666.660,6.266.666.666.666.660,10.179.047.619.047.600
2016-12-31,15.052.631.578.947.300,87.0,7.325,1016.1
2017-01-01,10.0,100.0,0.0,1016.0
